offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence,octScalePitch,offsetRange,pitchSet,oct_list_set,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]"
116.5,<music21.chord.Chord F4 A2 F3 A3>,"[0, 4]","[5, 9]","[3, 7]",65,45,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[7, 11]_11",0.8552930809999999,"['F4', 'A2', 'F3', 'A3']",116.0 to 116.5,"[5, 9]","['A2', 'A3', 'F3', 'F4', 'F5']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0]"
117.0,<music21.chord.Chord B-4 B-2 B-3>,[0],[10],[8],70,46,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[0]_0,0.8552930809999999,"['B-4', 'B-2', 'B-3']",117.0 to 117.5,[10],"['B-2', 'B-3', 'B-4']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
117.5,<music21.chord.Chord B-4 B-3>,[0],[10],[8],70,58,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[0]_0,0.8552930809999999,"['B-4', 'B-3']",117.0 to 117.5,[10],"['B-2', 'B-3', 'B-4']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
118.0,<music21.chord.Chord G4 G2 G3>,[0],[7],[5],67,43,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[9]_9,0.8552930809999999,"['G4', 'G2', 'G3']",118.0 to 118.5,[7],"['G2', 'G3', 'G4']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
118.5,<music21.chord.Chord G4 G3>,[0],[7],[5],67,55,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[9]_9,0.8552930809999999,"['G4', 'G3']",118.0 to 118.5,[7],"['G2', 'G3', 'G4']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
119.0,<music21.chord.Chord C5 C3 C4>,[0],[0],[10],72,48,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[2]_2,0.8552930809999999,"['C5', 'C3', 'C4']",119.0 to 119.5,[0],"['C3', 'C4', 'C5']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119.5,<music21.chord.Chord C5 C4>,[0],[0],[10],72,60,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[2]_2,0.8552930809999999,"['C5', 'C4']",119.0 to 119.5,[0],"['C3', 'C4', 'C5']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120.0,<music21.chord.Chord F4 F3>,[0],[5],[3],65,53,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[7]_7,0.8552930809999999,"['F4', 'F3']",120.0 to 120.0,[5],"['F3', 'F4']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
121.0,<music21.chord.Chord F4 C3>,"[0, 5]","[0, 5]","[10, 3]",65,48,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,"[10, 3]_10",0.7791764390000001,"['F4', 'C3']",121.0 to 121.5,"[0, 5]","['C3', 'F4']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
121.5,<music21.chord.Chord C3>,[0],[0],[10],48,48,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,[10]_10,0.78777336,['C3'],121.0 to 121.5,"[0, 5]","['C3', 'F4']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
122.0,<music21.chord.Chord F2>,[0],[5],[3],41,41,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,[3]_3,0.78777336,['F2'],122.0 to 122.0,[5],['F2'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
123.0,<music21.chord.Chord D4 D5>,[0],[2],[0],74,62,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,[0]_0,0.78777336,"['D4', 'D5']",123.0 to 123.5,[2],"['D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123.5,<music21.chord.Chord D5 D4>,[0],[2],[0],74,62,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,[0]_0,0.78777336,"['D5', 'D4']",123.0 to 123.5,[2],"['D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124.0,<music21.chord.Chord D5 F3 D4 A3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",74,53,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,"[0, 3, 7]_3",0.78777336,"['D5', 'F3', 'D4', 'A3']",124.0 to 124.5,"[2, 5, 9]","['A3', 'D4', 'D5', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
124.5,<music21.chord.Chord D5 F3 D4 A3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",74,53,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,2,minor,"[0, 3, 7]_3",0.78777336,"['D5', 'F3', 'D4', 'A3']",124.0 to 124.5,"[2, 5, 9]","['A3', 'D4', 'D5', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
